objectId,tns_classification,tns_redshift,tns_name,ra,dec,tns_classification_mapped
ZTF24aaumgrp,,,2024pbs,239.3043637190476,22.745987190476193,
ZTF24aaxoguq,,,2024qkx,229.66546458125,3.3568935062499996,
ZTF24abcpmkk,,,2024sou,29.58029334615384,81.0703503923077,
ZTF24aagblmg,,,2024dhu,168.0747947,4.08476486,
ZTF24aaxusdr,,,2024qwr,28.807820269230778,53.43390474615384,
ZTF24aalbjyy,,,2024hkm,192.720844825,69.4408968,
ZTF24aaxjkov,,,2024qpq,91.00342388,46.76394303,
ZTF24aaqwmpl,,,2024kzq,324.7675053,27.23033554,
ZTF24abspaxa,,,2024abfs,16.7922818,83.40523162727273,
ZTF24aalblfd,,,2024hkl,182.05690614999995,-0.8807166,
ZTF24abbybtj,,,2024sut,62.09310667333333,-0.1672084533333332,
ZTF24abwmhtc,,,2024adpn,351.7398798928571,39.82656742142857,
ZTF24aahjkim,,,2024elq,160.6639880875,9.106197425,
ZTF24aauuamm,,,2017esv,252.54155537000003,-18.46276144,
ZTF24aboheoh,,,2024zab,359.30116268,-18.238479919999996,
ZTF24abprqav,,,2024aagc,7.707524240000001,38.66855184,
ZTF24abezynm,,,2024vcd,125.40024478333332,20.220609766666666,
ZTF24aakrrjs,,,2024hje,226.855391475,-22.0721726375,
ZTF24aandgxw,,,2024jci,346.95742774054054,3.037319421621622,
ZTF24abtcxfm,,,2024abnw,86.89845785384614,7.673831476923076,
ZTF24aajxobf,,,2024gtg,220.2319002333333,55.29725935555555,
ZTF24abyhrpc,,,2024aeog,339.94288515833335,-16.156495383333333,
ZTF24abxhdum,,,2017edo,347.37480057777776,43.92261134444444,
ZTF24abizbkp,,,2024wdl,65.9001301,4.3784924,
ZTF24aajgyxa,,,2024gri,187.32343032,54.04084752,
ZTF24abrlecu,,,2024acet,27.408232577777778,-20.55673088888889,
ZTF24aaiuemn,,,2024fzq,260.39799543333334,40.12213190000001,
ZTF24abmxmyb,,,2024zag,41.50629696111111,41.23838073888889,
ZTF24aahfvqw,,,2024eoh,103.426405475,0.7000581499999999,
ZTF24aaxpgwg,,,2024qpl,248.21650444,29.50861939333333,
ZTF24aahhkfu,,,2024eog,169.41011181666667,16.037987249999997,
ZTF24aahxzdl,,,2024fmi,171.54754897142857,77.35019241428573,
ZTF24aaiosse,,,2024fzz,248.73228386666668,50.42489276,
ZTF24aauobib,,,2024peu,293.7710189185185,53.72755320000001,
ZTF24aahgkub,,,2024fjc,186.6457541228571,72.6206682857143,
ZTF24abnxgxw,,,2024yho,139.5039064,-16.124103875,
ZTF24aatkhhr,,,2024pcy,7.793823453846155,51.56607141538462,
ZTF24aarwigk,,,2024lsk,203.200742825,-2.388404725,
ZTF24abqxbwy,,,2024aapf,279.09078123846155,40.324762584615385,
ZTF24aaspdpq,,,2024lxy,224.45334332857144,17.55687455714286,
ZTF24abzkrvr,,,2024aepr,165.031523625,15.749096,
ZTF24abkdugf,,,2024wyr,153.49238018571427,7.005306928571429,
ZTF24aayhjxz,,,2024rbf,274.796124531579,11.89468684736842,
ZTF24abqwrpk,,,2024aami,146.48920043181818,77.42979647727273,
ZTF24aajjcnd,,,2024hph,315.88243538,9.624608920000002,
ZTF24abbwlpx,,,2024skf,323.6440652333334,30.5021165,
ZTF24abrople,,,2024aasz,155.50289324285714,65.33604978571428,
ZTF24abrzdky,,,2024aaxq,308.05366422857145,3.698051828571429,
ZTF24aauponi,,,2024rkb,45.310377200000005,47.57051838,
ZTF24abgtwuu,,,2024vbw,75.16929212307691,-4.955693630769232,
ZTF24aahiasq,,,2024fes,247.60901407777777,70.77243073333332,
ZTF24abnpslr,,,2024ywi,341.5326923714285,22.077285142857143,
ZTF25acehanz,,,2025afap,1.708128708333333,-8.362054941666665,
ZTF25abmhsuy,,,2025vqf,285.5251046941176,61.38830448823529,
ZTF25achcijr,,,2025agnm,153.177264025,15.069063075,
ZTF25aceevwg,,,2025adln,168.03735987777776,30.42659735555556,
ZTF25acgbcph,,,2025afsx,127.583715125,-4.104347275,
ZTF25aciwalp,,,2025ahkf,189.9712745,3.3338632500000003,
ZTF25ablgfen,,,2025vic,62.0758105,-6.497023471428571,
ZTF25abxcpfd,,,2025aags,152.29768201428573,-0.9305338142857142,
ZTF25acgfmdw,,,2025afye,194.54410799,-13.293847789999996,
ZTF25abozbew,,,2025ypb,119.5220982,71.38569491428571,
ZTF25ackwrun,,,2025aiiz,113.91295376666666,39.06990693333333,
ZTF25abqicqz,,,2025xjq,248.2475686692308,36.22834608461538,
ZTF25abkepib,,,2025vbb,263.03702075,39.925079427777774,
ZTF25abxofvp,,,2025aayk,16.68767115,28.29012088333333,
ZTF25acfbplr,,,2025adfa,21.808300349999996,-22.0935458,
ZTF25acffqol,,,2025agny,171.96284973636364,20.20434285454545,
ZTF25aceprml,,,2025aeur,135.8338256083333,7.333067533333332,
ZTF25abwmbbo,,,2025abgm,154.9150695142857,-8.806353623809526,
ZTF25abxbsas,,,2025aauc,136.31577441,23.182217260000005,
ZTF25abjcpev,,,2025uib,28.356649208333337,-0.5894209333333333,
ZTF25acfxvix,,,2025afyx,327.8882410363637,22.05158527272727,
ZTF25acfqnpb,,,2025afut,126.66887344,-12.909303573333336,
ZTF25abmwwga,,,2025wgb,62.76569767272727,21.063927445454546,
ZTF25abwjiet,,,2025aadu,9.414411133333331,27.772244052380955,
ZTF25acgtdgz,,,2025ahbb,207.43759225833332,8.1567125,
ZTF25acbxzlm,,,2025aesj,191.03188215789476,4.887026657894736,
ZTF25acasvaf,,,2025abwf,94.682112775,71.02561942500002,
ZTF25acghoni,,,2025aglz,352.39492609999996,-2.8179386833333333,
ZTF25abpxpkq,,,2025xrr,351.71028648000004,21.86317745,
ZTF25acgpqut,,,2025aglv,112.898301275,33.972245924999996,
ZTF25abmtkav,,,2025weh,345.4325464615385,5.369904019230769,
ZTF25abizefk,,,2025ulo,334.6617559,2.03153455,
ZTF25acfcmnb,,,2025afje,42.04114875,37.75489816666667,
ZTF25abxfxna,,,2025acqu,291.27132240000003,38.25623081,
ZTF25abwoggs,,,2025aaen,332.6621976388889,16.239558199999998,
ZTF25abqnjhz,,,2025xki,14.709081021052633,12.954094436842103,
ZTF25abtjmbl,,,2025ykn,95.08365496428571,-17.584587449999997,
ZTF25abxbvxx,,,2025wak,86.5533081125,-26.7695927,
ZTF25acgrcbv,,,2025agjk,133.879280325,-0.9388982,
ZTF24abluyzf,,,2024wqx,276.97734054,16.75734456,
ZTF25acelmel,,,2025aecw,172.46048368823529,67.67271614705882,
ZTF25acelygp,,,2025aeto,182.9061039375,42.6026801,
ZTF25acibuse,,,2025ahde,170.39481751666668,6.634226383333332,
ZTF25achngbc,,,2025ahbs,39.357726627272726,-5.158178727272727,
ZTF25abuwibg,,,2025zpy,58.21572264,-21.41595928,
ZTF25aceglwk,,,2025aerc,173.18483523636365,52.25417428181818,
ZTF25acfybbs,,,2025afwc,347.23555425,21.6406335625,
ZTF25acihgad,,,2025ahqs,92.8429118,66.97090145,
ZTF25acgzvbs,,,2025agwr,152.25701320000002,5.81905335,
ZTF25abxfsza,,,2025abkv,249.36952983333333,68.84845638333333,
ZTF25abtpmye,,,2025yxk,347.3793644772728,48.56843038636364,
ZTF25acgkldb,,,2025afzo,103.5068287125,16.891683587499998,
ZTF25abrfapi,,,2025yac,269.5660939666667,35.61279053333334,
ZTF25abztmum,,,2025abqh,136.60237060666668,42.87853792000001,
ZTF25acgxcsg,,,2025ahqn,50.05451985714285,-14.450748385714288,
ZTF25abxvcqw,,,2025abgg,25.74448683636364,51.23373634545454,
ZTF25abjetyb,,,2025ucz,251.39809522,5.67571244,
ZTF25acjxeiq,,,2025aikr,130.19699228,37.03336106,
ZTF25acgfmcl,,,2025afht,191.80800555,-20.3508892,
ZTF25acfyurn,,,2025aghg,22.592830985714283,31.80721245714286,
ZTF25abzcwci,,,2025abfn,79.76751686428572,0.7694975857142855,
ZTF25abmpnjy,,,2025xam,45.4328567225,43.5366349925,
ZTF25abjlixw,,,2025ulu,20.52075172857143,-16.26223835714286,
ZTF25abvdqmt,,,2025zla,78.15358178,-27.361089779999997,
ZTF25acgdfwz,,,2025agik,23.679078847826087,36.964212608695654,
ZTF25acaoexz,,,2025abvq,355.8073400375,18.8301602125,
ZTF25abxqedo,,,2025abax,58.80021079000001,-19.35777483,
ZTF25acakolm,,,2025abuu,20.0795482625,29.55138285,
ZTF25abtaqbj,,,2025zgn,127.34596630526316,8.142292589473684,
ZTF25acagttt,,,2025abud,183.05202781111112,57.52288241111111,
ZTF25abthxrm,,,2025yvz,41.0549810625,17.72495670416667,
ZTF25acdgvav,,,2025acsx,82.81159855,-21.949151266666664,
ZTF25acemsej,,,2025adss,11.271191531578946,41.109332868421056,
ZTF25acavnbx,,,2025abxe,12.424119125,45.35187495,
ZTF25abthhzy,,,2025yqr,37.019435400000006,76.93868511999999,
ZTF25achcrev,,,2025ahhr,193.400215275,66.48974902500001,
ZTF25abxcdgx,,,2025acee,169.09278786,75.95740972000002,
ZTF25acegglx,,,2025aecz,88.66869528181817,72.83567445454547,
ZTF25acehskf,,,2025advl,43.214085583333336,15.2403776,
ZTF25abvqhna,,,2025zrd,134.15449615625,56.70299998749999,
ZTF24abugpzu,,,2024acqp,141.19644324,19.38248034,
ZTF24aalngmf,,,2024emh,11.204930633333332,41.79116153333333,
ZTF24aagolqg,,,2024dni,254.88087334444447,41.704213888888894,
ZTF24ablgtah,,,2024xox,318.9020157,22.745307083333337,
ZTF24aakpvnd,,,2024gyy,344.63899151666664,10.723948133333336,
ZTF24aaefymy,,,2024clh,26.15007693076923,38.19377076153846,
ZTF24abstpyc,,,2024abnq,350.47396716500003,41.381547255,
ZTF24abteblh,,,2024absb,311.8351382818182,1.0221466545454545,
ZTF24aaoihda,,,2024jbn,253.65419760909091,5.418149336363637,
ZTF24aalngme,,,2024hvc,10.841655387179486,41.54607672307693,
ZTF24ablzrea,,,2024xxb,164.09369156,6.996006263333333,
ZTF24abalacb,,,2024sba,36.428536230769225,22.173175469230767,
ZTF24aakzycd,,,2024hxm,115.5278005,22.55594855,
ZTF24abtoxri,,,2024acnu,351.6053481166667,-12.475847716666664,
ZTF24aaueync,,,2024pbg,285.9503321,53.01805427666666,
ZTF24abcbnyj,,,2024skd,114.574168275,34.574299,
ZTF24aaospih,,,2024jkf,234.6850837875,-20.3595536875,
ZTF24absrzuh,,,2024afhi,126.9961369,-21.2817283,
ZTF24abpgriz,,,2024aaab,82.94373117857143,67.6009486857143,
ZTF25acibvls,,,2025ahki,166.6353766857143,6.921000057142858,
ZTF24aalazse,,,2024hqs,128.68547926666668,40.75519965,
ZTF24abmktlw,,,2024xvw,115.70686216363636,43.75295291818182,
ZTF24aappkjp,,,2024kco,214.94153044285713,-16.611196585714286,
ZTF24aawnwza,,,2024pxv,11.793908195833334,33.5095518125,
ZTF24abhvcij,,,2024vmf,28.6335304,31.13535113846154,
ZTF24aasfwky,,,2024lno,197.83080953333337,8.731538149999999,
ZTF24aazqqsw,,,2024rrc,284.4315664833333,61.03680346666667,
ZTF24abcvapx,,,2024tdc,68.764545775,86.94030260624999,
ZTF24aaodomb,,,2017fad,257.77225605454544,-8.17725193636364,
ZTF24aaicvxg,,,2024fmo,144.05544537499998,11.275753475,
ZTF24abcwvgz,,,2024swc,247.89186089,13.04072462,
ZTF24aaifufq,,,2024fmb,307.2142396,23.5814473,
ZTF24aamyrwl,,,2024iwq,319.331449175,9.24584481875,
ZTF24aawsbpd,,,2024rww,251.91219359411764,-21.03730584117647,
ZTF24aaigyqo,,,2024fzb,109.065601275,16.026296499999997,
ZTF24aaksert,,,2024hab,238.49572932105264,-12.534745942105262,
ZTF24aaijfpt,,,2024fpn,229.35765735000004,-3.083093116666667,
ZTF24abybmsk,,,2024aemi,57.9131943125,-16.408555975,
ZTF24abwlpbj,,,2024advw,312.38674802500003,6.017922850000001,
ZTF24aathvqq,,,2024ncn,211.85395014,8.78952282,
ZTF24abwmcrv,,,2024aefk,357.6117866,37.17335513636364,
ZTF24aahkzvn,,,2024eus,323.8082894117647,23.419264188235296,
ZTF24absnzsq,,,2024abkm,327.37054322307694,-6.081242023076924,
ZTF24abamnfx,,,2024seq,104.5837446,39.96668009473685,
ZTF24abnpybd,,,2024zkg,348.9205136333333,3.7208434333333336,
ZTF24aahxwge,,,2024fnh,174.3524346,-10.7509333,
ZTF24aahxzcm,,,2024fmw,85.45010656,68.46075198,
ZTF24abvkybi,,,2024adge,9.881145526666668,70.72598039333334,
ZTF24abgsafr,,,2024vvg,1.48531965,-15.996858725,
ZTF24abojqwn,,,2024zna,168.95794460000002,31.63373886,
ZTF24abhputg,,,2024vjj,245.3204647,60.924820999999994,
ZTF24aauahnc,,,2024ngi,253.50983670666665,39.28763998,
ZTF24abqndsu,,,2024aaqk,285.1798373428572,22.71749607142857,
ZTF24abpuaon,,,2024aapu,26.24079618888889,45.59537211111111,
ZTF24abntutt,,,2024ypy,339.98830284,-16.4637627,
ZTF24aahfwfd,,,2024eob,55.964784224999995,15.673492775,
ZTF25abztjzq,,,2025abne,73.21969233333334,-1.4390934466666667,
ZTF24aasqink,,,2024lze,202.0408547333333,52.29563536666666,
ZTF24aalzlzn,,,2024obp,276.765644625,35.97929385,
ZTF24aavcabo,,,2024por,32.40664759,23.169671794999992,
ZTF24aagqhnx,,,2024ftg,137.43544013333337,65.88111951111111,
ZTF24abhdwet,,,2024vhc,142.21736943235294,35.50535563823529,
ZTF24abbjmyk,,,2024sfh,276.64004747499996,19.16481715,
ZTF24abwqeyd,,,2024adpp,91.134501625,0.624067675,
ZTF24abcihoe,,,2024sbn,78.37777915476192,-4.058152321428571,
ZTF24aatvrik,,,2024ngs,235.1874783727273,22.77282501818182,
ZTF24aaihqeq,,,2024fps,158.4289894,0.2961838166666666,
ZTF24abzoslp,,,2024aexn,316.84510781999995,22.44873894,
ZTF24aawjvjv,,,2024puz,262.8359789277777,53.40415264444445,
ZTF24abdjxqm,,,2024ulm,118.29414603448278,25.007094065517247,
ZTF24abyvdoe,,,2024aemj,308.310915975,86.14158117500001,
ZTF24aajgsta,,,2024gor,219.2068975,61.0578456,
ZTF24absappa,,,2024aaws,24.481437219999997,50.873663539999995,
ZTF24abtokax,,,2024abul,214.45012633636364,15.146151409090908,
ZTF24aaknnfb,,,2024gwr,133.44814384,3.51241178,
ZTF24aahrdmd,,,2024exf,98.87398725,20.579234125,
ZTF24aawpwxe,,,2024pux,7.604873929999998,20.19737242,
ZTF23aboryjw,,,2023xhm,16.381840166666667,29.46902898333333,
ZTF24aayuqab,,,2024rky,305.8615540375,83.9763121875,
ZTF25abigukv,,,2025tga,226.8389074125,33.801761425,
ZTF25aavaxru,,,2025ocv,275.2350319142857,7.540290771428571,
ZTF24abzpaoh,,,2024afxt,51.94236970000001,-9.3638543,
ZTF25aappflz,,,2025kfl,278.5905324454545,7.0993105000000005,
ZTF25aaidgmi,,,2025dcw,88.33544583333334,67.42005367777777,
ZTF25aaqowtn,,,2025lfj,217.77747982,19.8226314,
ZTF25aaheozr,,,2025ctk,255.24783718,0.35867228,
ZTF25aacawwc,,,2024pff,184.34091582195123,-20.78408231951219,
ZTF25aagentf,,,2025cpr,184.2952756,54.603332775,
ZTF25aawjdgm,,,2025pbt,222.66578511666668,-5.654501916666667,
ZTF25aaggvwy,,,2025ckh,254.35373342500003,1.833780125,
ZTF25aaghhtj,,,2025cty,66.92313595,-3.6875242,
ZTF25aapkuzc,,,2025kbi,153.79505595454546,20.182014445454545,
ZTF25aaiqloy,,,2025dhs,181.8747681,-21.20690005,
ZTF25aabsnxe,,,2025mz,236.6196644714286,23.0098522,
ZTF25aaqebvt,,,2025kkt,140.92814477142858,3.139549957142857,
ZTF25aappljn,,,2025kej,273.78385118431373,41.36491969803921,
ZTF25aainhcq,,,2025esi,133.5226293,40.2518797875,
ZTF25aavgqzp,,,2025nyr,193.07622786521745,15.377051978260871,
ZTF25aaddzbs,,,2025aut,191.8462354,-23.60581134,
ZTF25aaouelt,,,2025iza,135.9342941,31.208369516666664,
ZTF25aauvtqk,,,2025nqv,245.29055404000005,26.028229573333338,
ZTF25aalvpqx,,,2025gyd,242.20406116363637,-10.348021945454546,
ZTF24abwzbei,,,2024adxt,228.79263254615387,10.449391523076924,
ZTF25aabtxoc,,,2025qj,76.79817331666668,34.33691498333334,
ZTF25abdcpcx,,,2025sah,91.12295844,43.73096959,
ZTF25aapsbqe,,,2025kmj,315.9644654857143,14.06380287142857,
ZTF25aaphqzo,,,2025ize,295.77750685625,84.1926448625,
ZTF25aapuxrx,,,2025kii,282.21249923333335,43.902505233333336,
ZTF25aajgmfp,,,2025fhp,163.9757980222222,-24.6181697,
ZTF25abcleic,,,2025rut,284.2174301083333,14.286441700000005,
ZTF25aaplvhz,,,2025kgy,137.95492316,33.681293659999994,
ZTF25aankcwt,,,2025ird,209.105084875,23.7238183,
ZTF25aavfzgq,,,2025oac,195.0335202,-16.43099545,
ZTF25aaizwoi,,,2025fma,310.36239245,63.14009341249999,
ZTF25aakgxxd,,,2025fow,257.9768256,2.27490292,
ZTF23absjirl,,,2023zke,229.18022864166673,21.989548041666666,
ZTF25aayfazs,,,2025pgi,299.69556752380953,-19.636387433333336,
ZTF25aacicqp,,,2016evx,269.1128046,10.4305154,
ZTF25aajenay,,,2025erj,69.57749516666667,21.595173000000003,
ZTF25aaghhqn,,,2025cgd,91.9903472909091,-23.39443810909091,
ZTF25aawanhm,,,2025orj,246.7873782153846,12.040887984615384,
ZTF25aanxvlg,,,2025isa,245.579521275,15.798993266666669,
ZTF24aaerbdz,,,2024ckr,171.30554545,-13.6425709,
ZTF23abdsfms,,,2023sxt,97.01130839,80.06911238,
ZTF24aaarzpg,,,2024aap,189.59684383333337,-8.426678166666667,
ZTF23abscrnc,,,2023znr,84.68413407272726,71.61659537575757,
ZTF24aacfsyl,,,2024alt,127.67679119999998,5.478886766666666,
ZTF23aazvjqv,,,2023qxb,308.4427991368421,11.918706363157897,
ZTF23abamchj,,,2023rjq,336.20372519,48.17938684999999,
ZTF23aazxoku,,,2023qun,50.660395484615385,21.510349530769233,
ZTF23abkpino,,,2023vpx,133.72175763846153,26.560572515384617,
ZTF23abnkxgm,,,2023wcj,20.0311547125,56.5616967375,
ZTF25aaalevu,,,2024aglp,39.44046876,18.79335078,
ZTF25abccjhw,,,2025rwu,272.25636698,-3.552615420000001,
ZTF25aakdrtk,,,2025fvi,156.91522992727275,9.559383181818184,
ZTF25aalvymj,,,2025gzu,352.4445365257143,40.37739059714286,
ZTF24acahbyn,,,2016hmw,120.45831963333336,-11.5594583,
ZTF25abikmzx,,,2025usi,47.71566258,29.115203459999996,
ZTF25aazizhm,,,2025rey,274.99106877500003,25.337787225,
ZTF25aakofiw,,,2025gdz,259.3268568,18.39535175,
ZTF25aatlijo,,,2025mzg,263.8577808900001,25.46921199,
ZTF25abigqel,,,2025trw,235.36398726,3.1302372199999997,
ZTF24absoabp,,,2024abkt,321.93206044615386,-12.95959463846154,
ZTF25aanekry,,,2025hww,149.98056818571428,-19.6594551,
ZTF25aacbkwz,,,2025pu,130.740950875,42.6204639,
ZTF24abydfcn,,,2024aetw,4.9722930750000005,-22.1275238,
ZTF25aayorfb,,,2025qat,244.6372830121951,-16.602702875609754,
ZTF25aachnkp,,,2025aav,194.73744173333333,-10.062451466666667,
ZTF25abhkfkq,,,2025tgj,31.216569804166667,8.487665616666666,
ZTF25aahlycs,,,2025csv,230.79042265,30.877520883333336,
ZTF25aajhrzw,,,2025fcg,217.46087433333332,69.13532093333333,
ZTF25aacdmqo,,,2025wz,233.1905442,4.1021141142857145,
ZTF25aaoeywm,,,2025iqw,175.17275208,5.83170288,
ZTF25aaqzjoy,,,2025kyx,284.60666117272723,84.73357630909089,
ZTF25aapsjya,,,2025keh,10.448788416666666,41.20136209166666,
ZTF25aaupzxy,,,2025nmg,179.97393648,10.67954526,
ZTF25aagjlxr,,,2025ckg,133.91129700624998,7.84589484375,
ZTF25aawtdak,,,2025ovm,348.24663732962955,-0.2526905518518518,
ZTF25aafocde,,,2025bst,174.25283725,29.71099665,
ZTF25aaftbug,,,2025cez,176.6983242,41.77890435,
ZTF25aamkdzv,,,2025hkp,246.109019325,16.677674275,
ZTF25aaniovm,,,2025hzl,127.9596168,-20.6467313,
ZTF25aajncey,,,2025fml,206.064860425,-23.0587332,
ZTF25aafweaj,,,2025cge,163.93998605,70.1304999125,
ZTF25aarczrv,,,2025ljo,213.58672766666663,-22.82458973333333,
ZTF25aajfhfr,,,2025fhr,140.79704722000002,-26.849673259999996,
ZTF25aanijcp,,,2025hld,120.95572818,-2.9800530399999996,
ZTF25aalsbpm,,,2025gyv,159.60036138125,68.0402696,
ZTF25aanjtra,,,2025hzt,220.81508788888888,12.907791933333332,
ZTF25aaoqzhl,,,2025ism,252.63253161111112,59.2069444111111,
ZTF25aaurbsw,,,2025ngk,224.92422471,50.90982502999999,
ZTF25aaxihdl,,,2025pgc,278.33799762000007,-11.161231195,
ZTF25aavgvkc,,,2025osj,189.221216875,41.462934950000005,
ZTF24abyiwzh,,,2024aenw,79.2837173875,-14.9795294125,
ZTF25aajlhto,,,2025fou,83.95679631666665,56.962785149999995,
ZTF24abzsxfu,,,2024afkb,130.7405946888889,37.561101022222225,
ZTF25aahfhjr,,,2025cww,55.961926,-10.6761436,
ZTF25aaloljw,,,2025gyl,301.85476684285715,-1.8200807285714284,
ZTF25aajjioo,,,2025fem,107.12153565,14.20626999,
ZTF25aanktst,,,2025hop,226.00823351428568,-27.8298653,
ZTF25aatslhl,,,2025new,254.83940027894735,81.9547334631579,
ZTF25aacrmjb,,,2025afu,164.32941174,-8.63293838,
ZTF25aapkdnj,,,2025etj,10.33148714,41.64032134,
ZTF25aantepy,,,2025hzf,143.02079275999998,3.42255124,
ZTF25aahweqd,,,2025cvt,91.88615473809524,44.10335124285715,
ZTF25aanbkva,,,2025hkj,183.04303046,-13.11478454,
ZTF24abyjjjt,,,2024aeon,61.1055513,-10.125432788888892,
ZTF25aaluxnm,,,2025gte,197.1177577214286,8.228807157142857,
ZTF25aaxvfnf,,,2025psv,229.57814316666668,-26.264871966666664,
ZTF25abihaoq,,,2025txm,267.3995018,37.026402614285715,
ZTF25aakgvaa,,,2025fvz,262.35219920833333,36.50923349166667,
ZTF25aavgwln,,,2025nrd,228.16706307777775,-4.770282411111111,
ZTF25aafctwi,,,2025ayv,198.0469715,5.221257928571427,
ZTF25aabuuqf,,,2025adz,265.9563442666667,7.186205466666666,
ZTF25aanirib,,,2025hzh,167.27837165714286,-12.179243371428573,
ZTF24abzvwfa,,,2024agid,143.27011067272727,56.65912151818181,
ZTF25aabsnwv,,,2025zg,239.91501432857143,46.91002748571429,
ZTF25aanjqgf,,,2025ibi,192.5225794,-12.357984354545454,
ZTF25aalzdap,,,2025hde,272.38600694,70.95167820999998,
ZTF25aalphoj,,,2025gtd,126.21842396923076,2.8943663384615386,
ZTF25aabsmid,,,2025ln,174.20332877647058,-26.235529352941175,
ZTF24abzkvev,,,2024afni,156.72752242500002,48.867151125,
ZTF25aalmukv,,,2024zkf,335.91806699999995,28.06413806,
ZTF25aavxdsp,,,2025oxu,315.21401599999996,-20.890059066666662,
ZTF25aanigop,,,2025ibd,211.68667232,-25.606740100000003,
ZTF25aafpqhy,,,2025crj,91.33756044444443,-25.03387978888889,
ZTF25aaiyyvv,,,2025ett,142.09460602222222,50.88320445000001,
ZTF25aanlnuo,,,2025hxa,225.7243090142857,5.210254807142857,
ZTF25aajhsmn,,,2025evt,218.1375838714286,80.35732435714286,
ZTF25abbcall,,,2025rlg,277.5588731588236,13.235517352941176,
ZTF25aaqybbx,,,2025kyz,257.63830322222225,7.688834288888889,
ZTF25aalzmdh,,,2025hjx,256.13087685882357,54.02955079411765,
ZTF24abydgdk,,,2024aeev,348.048883325,11.910694075,
ZTF25aawurjs,,,2025oss,268.82601371176463,12.167097838235296,
ZTF25aaamvkj,,,2025aq,158.86172056666666,41.59514001666667,
ZTF24abzpalm,,,2024afxp,37.62616859,40.41953739,
ZTF25aajcjdw,,,2025ezp,116.313773925,-5.073030941666667,
ZTF25aaqbsio,,,2025klq,250.50564071666668,-0.2586139999999999,
ZTF25aaheqzd,,,2025cro,231.71934762,-17.63790372,
ZTF25abggzak,,,2025spb,242.12837382857143,34.922263421428575,
ZTF25aaqkpdi,,,2025lfl,352.49993355714287,24.459290328571427,
ZTF25aagfivp,,,2025cps,188.5104379277778,-17.980929272222223,
ZTF23abvtnlu,,,2023acch,29.042165366666666,3.4756619333333334,
ZTF25aajbchc,,,2025euv,80.63570055,63.58046601428572,
ZTF23aboelln,,,2023xvv,329.1096162000001,37.909295506666666,
ZTF24aaacvdw,,,2024mx,183.82619108,63.444849999999995,
ZTF23abilisu,,,2023ufm,3.99520498,-1.03150226,
ZTF23abncyct,,,2023vuz,269.52793887,25.25747603,
ZTF23abmjitq,,,2023vos,5.407417925000001,11.576740525,
ZTF23abofayp,,,2018aod,51.29091094166666,48.838865774999995,
ZTF23aboiawb,,,2023xfn,144.7045299,30.023011759999996,
ZTF24aadvsff,,,2024bfm,123.63097261666668,14.912956766666667,
ZTF23abjdloa,,,2023vld,106.6333689375,65.829910275,
ZTF23abvttdd,,,2023acjx,47.439179625,41.00736415,
ZTF24aacreis,,,2024aku,218.8151993,58.4958651,
ZTF24aaekknp,,,2024cmf,233.52142376,57.06017122000001,
ZTF24aafirxd,,,2024dlu,209.8969658,35.6341867,
ZTF23abnlexe,,,2023wef,339.7525240399999,7.30571635,
ZTF23absjiof,,,2023zya,190.51110325,10.02550475,
ZTF23abatvfd,,,2023rmn,304.0705072857143,-17.397820442857142,
ZTF23aawzkue,,,2023pfd,358.43503565,51.7588787125,
ZTF24aaadecc,,,2024oh,230.121244,54.72376545,
ZTF24aaejwsn,,,2024ckv,218.21835772,49.95862441999999,
ZTF24aaaejlv,,,2024lm,43.68299401428572,44.140422085714285,
ZTF24aadlpxv,,,2024bgn,66.403459125,13.844395325,
ZTF24aaejxtc,,,2024bkt,187.3359167,-23.235144766666668,
ZTF23abcrvnt,,,2023shy,318.6363157272727,-26.77504153636364,
ZTF23abrajyk,,,2023xum,59.26249408181818,35.99394391818182,
ZTF23abawwbg,,,2023sfw,127.53234456764706,19.936284097058824,
ZTF23abbarvf,,,2023rsf,305.6040352142857,10.423804742857143,
ZTF23abvosnz,,,2024lr,5.05019435,73.06380185,
ZTF24aaaeqvq,,,2024ts,36.89460271666666,33.5127768,
ZTF24aadkgen,,,2024biw,111.09465165,-2.032754325,
ZTF24aaehepr,,,2024aoi,123.467639475,-14.255727375,
ZTF23aazmlht,,,2023skm,299.6510995866667,53.59825764000001,
ZTF23abvnrva,,,2017dwt,94.0462934,-10.525438,
ZTF23abvverq,,,2023acfn,163.32356255000002,-14.707453033333332,
ZTF23abdiuwh,,,2023spa,138.482083745,19.515343924999996,
ZTF23abiixqe,,,2023wkv,148.93192652000002,-4.1353177,
ZTF23abhvmjb,,,2023wya,125.48035395714284,16.299605907142855,
ZTF23absbptl,,,2023yib,44.20466598,-24.63507842,
ZTF24aafvhlr,,,2018izx,274.3903723375,40.0607809125,
ZTF24aafaamo,,,2024cop,212.81959811428572,26.33748432857143,
ZTF23abhyzsk,,,2023vvj,112.029969824,23.683387376,
ZTF23abnoapt,,,2023wue,102.91919962857143,48.07801650476191,
ZTF24abszkgi,,,2024acgg,178.56904967999998,20.73149852,
ZTF24abezzcm,,,2024ulh,120.80867813999998,20.03878646,
ZTF24aarwnax,,,2024lhl,259.2499255882353,-5.56521272352941,
ZTF24aagzzye,,,2024ebu,254.78115406666672,77.05673827777778,
ZTF24absazmk,,,2024aaxx,74.10902749523811,70.67757293809524,
